관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
여수해양공원,관광지,전라남도 여수시 하멜로 96,전라남도 여수시 종화동 458-5,34.7365752,127.7486771,0,화장실,,U-Bike,"공연장, 놀이터",관광안내소,관리사무소,2012-01-01,0,214,"해안선을 따라 조성된 1.5km 구간 시민공원으로 아름다운 여수 밤바다를 만끽 할 수 있는 최고의 휴식공간이다. 하멜등대, 해양케이블카, 돌산대교, 거북선대교, 장군도 등이 한눈에 보여 밤바다를 거닐 수 있는 필수 데이트 코스이며, 또한 각종 공연 및 행사가 다채롭게 열려 볼거리가 많다.",061-659-3962,여수시청,2019-08-28,4810000,전라남도 여수시,
예술랜드리조트,관광지,,전라남도 여수시 돌산읍 산 245,34.696509,127.778521,65904,"화장실, 푸드코트",리조트,"인피니티풀, 트릭아트뮤지엄, 조각공원",,안내데스크,,2018-07-15,0,0,"전 객실 오션뷰, AR로 체험하는 국내 최대 테마형 3D트릭아트뮤지엄, +60미터 미디어 터널과 150미터 암반터널을 통해 만나는 조각공원, 바다를 바라보는 여수 최대규모 1500평 인피니티 풀로 새로운 종합관광지로 자리잡았다.",1522-2600,(주)여수예술랜드,2019-08-28,4810000,전라남도 여수시,
여수이순신대교,관광지,,전라남도 여수시 묘도동 127-10,34.888766,127.705501,0,화장실,,,전망대,안내데스크,사무실,2013-02-08,0,0,"세계최고의 높이를 자랑하는 주탑높이(270m)는 63빌딩보다 높고 주탑간 거리 1,545m는 충무공 이순신 장군의 탄신해인 1545년을 기념하기 위한 것으로 웅장함과 탁 뜨인 바다 전경이 일품이다.",061-807-2020,국토교통부,2019-08-28,4810000,전라남도 여수시,
허준근린공원,관광지,서울특별시 강서구 허준로5길 42,,37.5675986747,126.8537291459,29843,화장실+주차장,,,,,,1993-10-31,20000,10,공원주위에는 서울 기념물 제11호인 허가바위가 있고 공원내에는 전설이 깃든 광주바위와 허준 선생이 앉아서 병자를 진료하는 인자한 모습의 동상 그리고 호수 정자 어린이 놀이 시설이 있으며 인근 주민들의 휴식공간으로 이용되고 있다.,02-2600-4185,서울특별시 강서구청,2019-12-30,3150000,서울특별시 강서구,
양천향교,관광지,서울특별시 강서구 양천로47나길 53,,37.572863,126.839905,1782,화장실,,,,,,1990-06-18,100,0,조선 태종 11년(1411년)에 만들어졌으며 현재 서울에 남아있는 유일한 향교이다. 이름 때문에 양천구에 위치한 것으로 오해할 수 있으나 실제로는 강서구 가양동에 위치하고 있다. 인근에 위치한 서울 지하철 9호선 양천향교역 역시 이 곳의 이름을 따서 제정되었다.,02-2659-0076,서울시 향교재단,2019-12-30,3150000,서울특별시 강서구,
약사사,관광지,서울특별시 강서구 금낭화로17길 261,,37.5831262516,126.8050072142,678,화장실+주차장,,,,,,1980-06-11,12000,50,서울 강서구 관내 전통사찰 중 제1의 위상을 지닌 대한불교조계종 직할교구 사찰,02-2664-2550,약사사,2019-12-30,3150000,서울특별시 강서구,
양천고성지,관광지,서울특별시 강서구 양천로47나길 52-54,서울특별시 강서구 가양동 산4-7외 5필지,37.5742536264,126.8413318635,29752,없음,,,,,,1992-03-10,1000,0,양천고성지는 양천향교의 뒷산인 궁산에 있는 옛 성터. 백제 22대 문주왕이 웅진으로 천도(475년)하기 전 강 건너 고구려 침입에 대비하기 위해 쌓은 성으로 조선 성종(1470년)까지 요새가 있었던 것으로 짐작된다.,02-2600-6456,"강서구청, 문화재청",2019-12-30,3150000,서울특별시 강서구,
궁산땅굴역사전시관,관광지,서울특별시 강서구 양천로49길 106,,37.5726674560,126.8383648792,758.11,없음,,,,,,2018-05-11,15,0,"궁산 땅굴은 태평양전쟁 말기 일제 강점기에 굴착된 곳으로, 무기나 탄약 등, 군수물 자를 저장하거나 김포 비행장을 감시하고, 공습 때에는 부대 본부로 사용하기 위한 곳이었다고 전해진다.",02-2600-6552,강서구청,2019-12-30,3150000,서울특별시 강서구,
허가바위,관광지,서울특별시 강서구 허준로5길 15,,37.5698357089,126.8500300856,7456,없음,,,,,,1991-12-24,20,0,옛날 석기 시대의 사람들이 이곳에서 살았으리라 짐작되는 혈거동굴로서 연구 가치가 매우 높다. 허준은 허가바위에서 『동의보감』을 완성했다고 한다.,02-2600-6080,강서구청,2019-12-30,3150000,서울특별시 강서구,
은평역사한옥박물관,관광지,서울특별시 은평구 연서로50길 8,서울특별시 은평구 진관동 135-5,37.6403324561,126.938010212,6530,"장난감도서관, 휴게실, 화장실 등",없음,없음,"은평역사실, 한옥전시실",매표소(안내),,2014-10-07,300,26,은평구의 문화유산과 한옥의 전통을 소개하는 박물관,02-351-8525,서울특별시 은평구청,2019-07-01,3110000,서울특별시 은평구,
금성당,관광지,서울특별시 은평구 진관2로 57-23,서울특별시 은평구 진관동 175-836,37.6351354710,126.9253799732,2684,화장실,없음,없음,,,,2008-07-22,50,0,세종대왕 6째 아들 금성대군을 모신 당,02-388-6522,서울특별시 은평구청,2019-07-01,3110000,서울특별시 은평구,
김해가야테마파크,관광지,경상남도 김해시 가야테마길 161,경상남도 김해시 어방동 986,35.2516355582,128.893747527,165078,"일반음식점, 화장실, 공연장, 주차장 등",카라반 캠핑장,"가야무사어드벤처, 익사이팅 사이클, 익사이팅 타워",철광산공연장,,,2015-05-21,5000,281,"가야의 역사를 놀이, 체험, 전시를 통해 보고 듣고 느낄 수 있는 오감 체험형 테마파크",055-330-3901,경상남도 김해시청,2019-06-24,5350000,경상남도 김해시,
김해낙동강레일파크,관광지,경상남도 김해시 생림면 마사로473번길 41,경상남도 김해시 생림면 마사리 654-4,35.3717762011,128.820836723,313.87,"전망대, 열차카페, 주차장, 화장실 등",없음,낙동강레일바이크,"와인동굴, 철교전망대",열차카페,,2016-04-22,1000,210,"밀양시 삼랑진역과 광주시 광주송정역을 잇는 경전선으로 레일바이크, 와인동굴, 열차카페, 철교 전망대를 조성",055-330-3901,경상남도 김해시청,2019-06-24,5350000,경상남도 김해시,
가야랜드,관광지,경상남도 김해시 인제로 368(삼방동),경상남도 김해시 삼방동 1391-2,35.2581715866,128.902434248,1352.91,"음식점, 화장실, 주차장, 의무실 등","카라반, 글램핑, 오토캠핑장",14종의 유기기구,,,,1991-10-05,1000,398,가야테마파크 건너편에 자리한 어드벤처 놀이동산,055-330-3241,경상남도 김해시청,2019-06-24,5350000,경상남도 김해시,
김해천문대,관광지,경상남도 김해시 가야테마길 254(어방동),경상남도 김해시 어방동 산2-80,35.253073,128.887298848,6600,"사무실, 관측실, 휴게실, 화장실, 주차장 등",없음,,"전시동, 관측동",,,2002-02-01,500,13,밀레니엄 기념사업의 일환으로 2002년 2월 1일 개관한 영남지역 유일의 시민 천문대,055-330-3901,경상남도 김해시청,2019-06-24,5350000,경상남도 김해시,
롯데워터파크,관광지,경상남도 김해시 장유로 555(신문동),경상남도 김해시 신문동 1417,35.1789098009,128.828558501,122397.27,"음식점, 화장실, 주차장, 의무실 등",없음,28종의 유기기구,,,,2014-05-01,20000,732,남태평양 폴리네시아를 콘셉트로 2만여 명을 동시에 수용할 수 있는 국내 최대 규모의 워터파크,055-330-3241,경상남도 김해시청,2019-06-24,5350000,경상남도 김해시,
클레이아크,관광지,경상남도 김해시 진례면 진례로 275-51,경상남도 김해시 진례면 송정리 358,35.2508654996,128.744756,41952,"전시관, 체험관, 커피숍, 도자점, 화장실, 주차장",없음,,"돔하우스, 큐빅하우스, 체험관",,,2006-03-24,500,203,세계 최초의 건축도자 전문 미술관,055-330-3211,경상남도 김해시청,2019-06-24,5350000,경상남도 김해시,
김해한옥체험관,관광지,경상남도 김해시 가락로93번길 40(봉황동),경상남도 김해시 봉황동 425-13,35.234399,128.87668577,4132,"음식점, 화장실, 숙박시설",13개 객실,,,,,2010-11-22,30,10,소박한 전통의 멋과 편리한 현대적인 편의시설을 두루 갖춘 한옥 체험관,055-330-3211,경상남도 김해시청,2019-06-24,5350000,경상남도 김해시,
국립김해박물관,관광지,경상남도 김해시 가야의길 190(구산동),경상남도 김해시 구산동 232,35.2435298801,128.872586478,16783.83,"전시관, 화장실, 주차장 등",없음,,,,,1998-07-29,1000,194,고대국가 중 하나인 가야의 문화유산을 집대성하기 위해 1998년 7월 29일 개관한 박물관,055-320-6800,국립김해박물관,2019-06-24,5350000,경상남도 김해시,
노무현대통령생가,관광지,경상남도 김해시 진영읍 봉하로111번길 16,경상남도 김해시 진영읍 본산리 36,35.3144892833,128.770158577,305,"화장실, 주차장, 카페테리아 등",없음,,,,,2009-09-01,5000,240,"故 노무현 대통령이 1946년 9월 1일 태어나 8살까지 살았던 집, 전통적인 초가집 형태로 본채에 방 2칸과 부엌, 아래채에 헛간과 옛날식 화장실이 있다",055-330-3901,경상남도 김해시청,2019-06-24,5350000,경상남도 김해시,
수로왕릉,관광지,경상남도 김해시 가락로93번길 26(서상동),경상남도 김해시 서상동 312,35.2348789932,128.877207275,49488,"화장실, 주차장, 안내소 등",없음,,,,,1963-01-21,5000,38,가락국의 시조인 김수로왕의 릉으로 김해의 상징적인 문화유적이다,055-330-7313,경상남도 김해시청,2019-06-24,5350000,경상남도 김해시,
부경동물원,관광지,경상남도 김해시 유하로226번길 70,경상남도 김해시 유하동 88,35.2203239659,128.819796741,250,"음식점 , 화장실, 주차장 등",없음,,,,,2013-09-27,500,30,다양한 동물들을 보고 만질 수 있는 동물원,055-330-3241,경상남도 김해시청,2019-06-24,5350000,경상남도 김해시,
오-월드,관광지,대전광역시 중구 사정공원로 70(사정동),대전광역시 중구 사정동 142,36.2886107,127.3977884,682830,"유모차대여소, 수유실, 의무실, 고객지원센터, 물품보관소",,"버드랜드, 조이랜드, 플라워랜드, 시즌놀이시설",행복쉼터,,,2002-05-02,0,1545,주랜드 + 플라워랜드 + 조이랜드”를 복합적으로 구성하여 온가족이 함께 즐길 수 있는 테마공원 *수용인원:제한없음,042-580-4820,대전도시공사,2019-09-06,3650000,대전광역시 중구,
뿌리공원,관광지,대전광역시 중구 뿌리공원로 79(침산동),대전광역시 중구 침산동 364,36.2854269,127.3880835,125000,"관광안내소, 수유실",효문화마을관리원,국궁장,"성씨조형물, 캠핑장, 한국족보박물관 등",,,2013-09-01,0,447,"전국유일의 효 테마공원으로서 자신의 뿌리를 되찾을 수 있는 성씨별 조형물과 수변무대, 전망대, 산림욕장 등 다양한 시설이 갖추어진 체험학습의 산 교육장  *수용인원:제한없음",042-288-8301,대전 중구청,2019-09-06,3650000,대전광역시 중구,
아쿠아리움,관광지,대전광역시 중구 보문산공원로 469(대사동),대전광역시 중구 대사동 198-14,36.3108887,127.4209439,18708,"휠체어, 유모차대여소, 보관소, 수유실, 고객지원센터",,,"아쿠아리움, 체험동물원",,,2016-07-01,0,300,전쟁에 대비해 지하방공호로 활용하던 대전 도심의 천연동굴을 변화시킨 수족관으로 국내최초이자 최대인 담수어 아쿠아리움  *수용인원:제한없음,042-226-2100,㈜신라애니멀그룹,2019-09-06,3650000,대전광역시 중구,
유니온파크,관광지,경기도 하남시 미사대로 710,경기도 하남시 신장동 27,37.5465478303,127.2205032459,79057,도로+주차장+관리사무소+화장실,,"다목적 체육관, 테니스장, 족구장, 농구장 등 체육시설, 어린이 물놀이시설","유니온타워, 야외무대",,없음,2015-06-01,500,237,"기존의 노후화 된 소각장, 재활용선별장, 음식물처리장, 중계펌프장 등의 시설 개선과 미사지구와 같은 택지개발사업 등으로 환경기초시설 확충이 요구됨에 따라 국내최초로 지하에 폐기물처리시설과 하수처리시설을 함께 설치한 신개념 환경기초시설이다. 지하에는 소각처리시설, 재활용선별시설, 음식물자원화시설, 하수처리시설 등이 설치되어 있고, 지상에는 잔디광장, 어린이물놀이시설, 다목적체육관, 야외체육시설 등 다양한 주민친화시설이 있는 하남유니온파크와 한강·검단산 등 하남의 아름다운 경관을 한눈에 조망할 수 있는 하남유니온타워(105m)가 설치되어있다.",031-790-6255,하남시청 자원순환과,2019-04-23,4040000,경기도 하남시,
광주향교,관광지,경기도 하남시 대성로 126-13,경기도 하남시 교산동 227-3,37.5220762178,127.1984175223,7127,공중화장실,,,,,없음,1983-09-19,100,45,"고려, 조선시대의 교육기관으로 유학을 가르치고 인재를 양성하던 곳",031-790-6145,하남시청 문화체육과,2019-04-23,4040000,경기도 하남시,
이성산성,관광지,,경기도 하남시 춘궁동 산 36,37.525136,127.185151,128891,주차장+화장실+공원,,,,,없음,2000-09-16,3000,35,6세기 중반경에 신라가 쌓은 것으로 추정되는 신라시대 산성,031-790-6145,하남시청 문화체육과,2019-04-23,4040000,경기도 하남시,
천지연폭포,관광지,제주특별자치도 서귀포시 남성중로 2-15(서홍동),제주특별자치도 서귀포시 서홍동 666-1,33.2447447,126.5597544,273538,관리사무소+화장실(3동)+주차장,,,,,,1972-03-23,15000,181,하늘과 땅이 만나는 곳의 연못이라는 뜻의 천지연은 난대식물지대로서 계곡전체가 천연보호구역으로 지정되어 있어 주변 경관이 수려함. 조명시설이 되어있어 오후 10시까지 야간 관람 가능함.(천연기념물 제163호 담팔수 자생지. 제379호 천지연 난대림. 제27호 무태장어 서식지),064-760-6301,서귀포시청 관광지관리소,2019-06-01,6520000,제주특별자치도 서귀포시,
정방폭포,관광지,제주특별자치도 서귀포시 칠십리로214번길 37(동홍동),제주특별자치도 서귀포시 동홍동 278,33.24474912,126.5730486,295000,관리사무소+화장실(1동)+주차장,,,,,,1972-05-02,7000,95,높이 23m. 너비 8m. 깊이 5m에 달하는 동양 유일의 해안폭포로서 폭포수가 바다로 직접 떨어지는 경관을 관람할 수 있음(명승 제43호),064-760-6341,서귀포시청 관광지관리소,2019-06-01,6520000,제주특별자치도 서귀포시,
중문대포주상절리대,관광지,제주특별자치도 서귀포시 이어도로 36-30(중문동),제주특별자치도 서귀포시 중문동 2768-1,33.23799399,126.4260174,21764,관리사무소+화장실(1동)+주차장,,,,,,2005-08-01,11000,80,주상절리는 주로 현무암질 용암류에 형성되는 수직절리를 말함. 중문·대포해안 주상절리대는 높이가 30~40m. 폭이 약 1km 정도로 우리나라 최대 규모로 육모꼴의 기둥이 병풍처럼 둘러쳐져 있어 자연의 신비를 만끽할 수 있음.(천연기념물 제 443호. 제주도지질공원),064-760-6351,서귀포시청 관광지관리소,2019-06-01,6520000,제주특별자치도 서귀포시,
천제연폭포,관광지,제주특별자치도 서귀포시 천제연로 132(중문동),제주특별자치도 서귀포시 중문동 2232,33.2526783,126.4184383,349000,관리사무소+화장실(1동)+주차장,,,,,,1972-03-23,15000,141,한라산에서 시작된 중문천이 바다로 흐르면서 형성된 폭포. 3개의 폭포로 나뉘어 지는데 주상절리 절벽에서 천제연(못)으로 떨어지는 1폭포. 천제연 물이 더 아래로 흐르면서 형성된 2. 3폭포가 있음. 옥황상제를 모시는 칠선녀가 목욕을 하다 간다는 전설이 있을만큼 빼어난 경관을 자랑함(천연기념물 제378호 천제연 난대림),064-760-6331,서귀포시청 관광지관리소,2019-06-01,6520000,제주특별자치도 서귀포시,
산방산,관광지,제주특별자치도 서귀포시 안덕면 산방로 218-11,제주특별자치도 서귀포시 안덕면 사계리 184,33.2368478,126.3123503,643736,관리사무소+화장실(1동)+주차장,,,,,,1972-03-22,3000,26,높이 395m의 거대한 종 모양의 화산체로서 설문대할망이 한라산 꼭대기를 뽑아 던져 놓았다는 전설이 있음. 해발고도 200m에 산방굴이라는 해식동굴이 있음. (명승 제77호. 천연기념물 제376호. 제주도지질공원),064-760-6324,서귀포시청 관광지관리소,2019-06-01,6520000,제주특별자치도 서귀포시,
용머리해안,관광지,제주특별자치도 서귀포시 안덕면 사계리 112-3,제주특별자치도 서귀포시 안덕면 사계리 112-3,33.2328654,126.3118689,256000,관리사무소+화장실(2동)+주차장,,,,,,1986-09-01,10000,123,마치 바다속으로 들어가는 용의 머리를 닮았다 해서 용머리해안으로 불림. 수천만년 동안 층층이 쌓인 사암층 암벽이 파도에 깎여 기묘한 절벽을 이루고 있음. (천연기념물 제526호. 제주도지질공원),064-760-6324,서귀포시청 관광지관리소,2019-06-01,6520000,제주특별자치도 서귀포시,
감귤박물관,관광지,제주특별자치도 서귀포시 효돈순환로 441(신효동),제주특별자치도 서귀포시 신효동 1200-6,33.2715281,126.6076604,98426,관리사무소+화장실(실내 3. 야외 2)+주차장,,,,,,2005-02-25,1000,88,제주감귤의 역사와 문화. 산업현장을 의미있는 관점에서 전시한 박물관으로. 감귤 관련 전시물과 다양한 감귤 품종 및 이국의 식물을 관람할 수 있음. 또한 감귤과 관련한 다양한 체험 프로그램도 준비되어 있으며. 최근 개장한 감귤카페 꿈나다에서 주변 경치를 구경하며 맛있는 감귤 음료. 디저트를 저렴한 가격에 즐길 수 있음.,064-760-6400,서귀포시청 관광지관리소,2019-06-01,6520000,제주특별자치도 서귀포시,
무이예술관,관광지,강원도 평창군 봉평면 사리평길 233,강원도 평창군 봉평면 무이리 58 평창무이예술관,37.6154717,128.3487870,10568,화장실,,문화예술체험장,"조각공원(야외전시장), 예술전시장(실내)",,,2013-01-09,80,5,"폐교로 남겨진 무이초등학교에 예술의 꽃이 활짝 폈다. 폐교를 복원해 조성한 예술인촌 평창무이예술관은 그 자체로 아름다운 볼거리가 되었다. 현재 이곳에서는 서양화가 정연서, 조각가 오상욱, 도예가 권순범, 서예가 이천섭 등의 예술가들이 활발히 창작활동을 하고 있는 곳이다. 평창무이예술관을 찾으면 작가들의 작품활동 장면을 직접 볼 수 있고, 다양한 체험프로그램에도 참여할 수 있다. 넓은 운동장은 야외조각공원으로 꾸며져 대형조각품들이 전시되어 있다. 예술전망대에 올라가면 그림과 같은 풍경이 펼쳐져 또 한 번의 감동을 선사한다.",033-335-6700,평창군 문화관광과,2019-05-27,4280000,강원도 평창군,
백룡동굴,관광지,강원도 평창군 미탄면 문희길 63,강원도 평창군 미탄면 마하리 82 백룡동굴생태체험학습장,37.2777953,128.577051,956433,"화장실, 세면장",,,,,,2005-01-01,240,40,"백룡동굴의 입구는 해발고도 235m 지점에 있는 천연동굴로서 약 5억년 전에 생성된 것으로 보인다. 동강의 수면으로부터 약 15m 위의 지점에 위치한다. 백룡동굴은 오래 전부터 마을 주민들에게 알려져 왔으며, 동굴 입구에 온돌이 있고 그 주위에 토기조각들이 발견되는 것으로 보아 오래 전에는 우리 조상의 거처로도 사용되었던 것으로 생각된다. 또한 약 3만년 전의 것으로 추측되는 소의 대퇴부 뼈가 석순에 응고된 채 발견되어 신비로움을 더해주고 있다. 특히 굴의 주변을 감싸고 있는 백운산과 굽이쳐 흐르는 강줄기는 때묻지 않은 아름다운 자연 경관을 그대로 간직하고 있어 선경을 연상하게 해 준다.",033-334-7200,평창군 문화관광과,2019-05-27,4280000,강원도 평창군,
이효석문화예술촌,관광지,강원도 평창군 봉평면 효석문학길 73-25,강원도 평창군 봉평면 창동리 544-3 이효석문화관,37.6133325,128.3701239,31961,화장실,,,"이효석문학관(기념관, 자료 전시실), 효석달빛언덕, 이효석생가 복원동, 문학의 숲(야외)","카페, 야외쉼터",,2018-06-29,3000,250,"이효석문화예술촌은 가산 이효석의 생애와 문학세계를 볼 수 있는 곳으로 특히 이효석문학관에는 이효석 문학전시실과 다양한 문학체험을 할 수 있는 문학교실, 학예연구실 등으로 이루어져 있다. 문학전시실은 그의 생애와 문학세계를 시간의 흐름에 따라 볼 수 있도록 구성하였으며, 재현한 창작실, 옛 봉평 장터 모형, 문학과 생애를 다룬 영상물, 어린이용 영상물 등을 통해 다양한 체험이 가능하도록 준비하였다. 또 문학교실에서는 다양한 영상물을 시청할 수 있고 문예행사도 볼 수 있으며, 학예연구실에는 이효석과 관련된 다양한 자료를 준비하여 그의 문학세계를 깊이 연구하는 공간으로 자리잡고 있으며, 문학정원에서는 자연의 아름다움과 문학의 소중함을 느낄 수 있다.또한 이효석문화예술촌에는 이효석문학관 뿐만 아니라, 사계절의 자연을 느낄 수 있는 꿈꾸는 정원과 야외광장인 나귀광장과 달빛광장이 있으며 효석달빛언덕을 한눈에 내려다 볼 수 있는 달빛나귀 전망대, 이효석의 기억과 추억을 들여다 볼 수 있는 작은 도서관, 카페, 기념품샵이 있다.",033-336-8841,평창군 문화관광과,2019-05-27,4280000,강원도 평창군,
거북이마을,관광지,충청남도 홍성군 구항면 거북로 436,,36.5707539734,126.6098792566,0,화장실 등,,,,,2002,2019-09-19,0,0,거북이마을,041-630-1382,홍성군,2019-09-19,4600000,충청남도 홍성군,
그림이 있는 정원,관광지,충청남도 홍성군 광천읍 충서로 400번길 102-36,,36.5197902154,126.6295437861,0,화장실 등,,,,,2005,2019-09-19,0,0,그림이 있는 정원,041-641-1477,그림이있는정원,2019-09-19,4600000,충청남도 홍성군,
문당환경농업마을,관광지,충청남도 홍성군 홍동면 문당길 141,,36.5354285243,126.7021520416,0,화장실 등,,,,,2010,2019-09-19,0,0,문당환경농업마을,041-631-3538,홍성군,2019-09-19,4600000,충청남도 홍성군,
봉암장수마을,관광지,충청남도 홍성군 금마면 봉수산로 418번길 91,,36.5959715959,126.756343,0,화장실 등,,,,,2012,2019-09-19,0,0,봉암장수마을,041-631-8955,홍성군,2019-09-19,4600000,충청남도 홍성군,
용봉산 (용봉초 매표소),관광지,충청남도 홍성군 홍북읍 용봉산1길 43,,36.6457302781,126.6598596128,0,화장실 등,,,,,,2019-09-19,0,0,용봉산 (용봉초 매표소),041-630-1785,홍성군,2019-09-19,4600000,충청남도 홍성군,
용봉산(구룡대 매표소),관광지,충청남도 홍성군 홍북읍 용봉산1길 43,,36.6457302781,126.6598596128,0,화장실 등,,,,,,2019-09-19,0,0,용봉산(구룡대 매표소),041-630-1785,홍성군,2019-09-19,4600000,충청남도 홍성군,
용봉산(산림휴양관 매표소),관광지,충청남도 홍성군 홍북읍 용봉산1길 43,,36.6457302781,126.6598596128,0,화장실 등,,,,,,2019-09-19,0,0,용봉산(산림휴양관 매표소),041-630-1785,홍성군,2019-09-19,4600000,충청남도 홍성군,
조류탐사과학관,관광지,충청남도 홍성군 서부면 남당항로 934-14,,36.5931392757,126.4588221193,0,화장실 등,,,,,,2019-09-19,0,0,조류탐사과학관,041-630-9696,조류탐사과학관,2019-09-19,4600000,충청남도 홍성군,
홍성온천관광호텔부대시설(온천이용객),관광지,충청남도 홍성군 홍성읍 내포로 42,,36.5988562734,126.6634719306,2064,화장실 등,,,,,2007,2019-09-19,100,0,홍성온천관광호텔부대시설(온천이용객),041-633-7777,홍성온천관광호텔,2019-09-19,4600000,충청남도 홍성군,
김좌진장군생가,관광지,충청남도 홍성군 갈산면 백야로546번길 12,,36.5978654410,126.547176,0,"전시관, 사당, 공원",,,,,,2019-09-19,0,0,김좌진장군생가,041-630-1690,홍성군,2019-09-19,4600000,충청남도 홍성군,
식기박물관,관광지,충청남도 홍성군 장곡면 무한로 957-24,충청남도 홍성군 장곡면 산성리 265-4,36.4939644498,126.7423026930,114,화장실 등,,,,,,2019-09-19,0,0,식기박물관,041-642-3833,홍성군,2019-09-19,4600000,충청남도 홍성군,
한용운선생생가,관광지,충청남도 홍성군 결성면 만해로 318번길 83,충청남도 홍성군 결성면 만해로 318번길 83,36.5621410512,126.5529521593,0,"체험관, 생가, 시비공원 등",,,,,,2019-09-19,0,0,한용운선생생가,041-642-6716,홍성군,2019-09-19,4600000,충청남도 홍성군,
고구려대장간마을,관광지,경기도 구리시 우미내길 42,경기도 구리시 아천동 산45-1,37.582862,127.118891,4928,관리사무소+화장실+주차장,,,,,,2008-04-25,200,100,국내유일의 고구려 박물관으로 아차산에서 출토된 유물을 전시하고 있으며 고구려모습을 보여주는 야외전시관을 운영,031-550-8355,경기도 구리시청,2019-04-26,3980000,경기도 구리시,
동구릉,관광지,경기도 구리시 동구릉로 197번길,경기도 구리시 인창동 66번지,37.618696,127.134226,1969675,관리사무소+화장실+주차장,,,,,,1970-05-26,5000,109,유네스코 세계유산이자 사적 제193호로 지정된 「구리 동구릉(東九陵)」은 ‘도성(都城)의 동(東)쪽에 있는 아홉(九) 기의 왕릉’이라 하여 동구릉이라 붙여짐,031-563-2909,문화재청,2019-04-26,3980000,경기도 구리시,
천안종합휴양관광지,관광지,충청남도 천안시 동남구 성남면 종합휴양지로 200,,36.7573121521,127.2240961120,748020,주차장,콘도미니엄,워터파크,"미술관, 공연장",식당,,1996-07-02,5000,500,"중부권 최대의 온천관광지로 워터파크, 휴양콘도, 천안예술의 전당이 있음.",041-906-7000,대명리조트천안,2019-05-31,4490000,충청남도 천안시,
태조산관광지,관광지,충청남도 천안시 동남구 태조산길 261,,36.8220766594,127.1889559303,331000,주차장,,,조각공원,,,1985-07-24,10000,300,유량동 태조산 아래에 자리잡힌 넓은 공원으로 천안시민들의 문화ㆍ휴식 공간,041-550-2520,천안시시설관리공단,2019-05-31,4490000,충청남도 천안시,
구문소 관광지,관광지,강원도 태백시 동태백로11(동점동),강원도 태백시 동점동 299-1,37.0929806,129.042284,130000,주차장+도로)+공중화장실+다목적공원+자연사박물관,구문소마을펜션 3동,,,,,1999-11-12,5000,150,"천연기념물인 구문소와 접목되어 자연환경적 특성을 부각하고 지질학습 및 화석 산출지의 탐방자원화, 체류형 관광시설 도입",033-550-2082,태백시,2019-06-17,4220000,강원도 태백시,
가우도,관광지,전라남도 강진군 대구면 중저길 31-27,,34.53639075,126.791046,3000,"낚시공원1, 휴게시설1, 식당2, 쉼터2","밀물펜션, 한옥펜션, 노을민박, 바닷가펜션, 가우도펜션",,낚시공원1,,,2013-01-01,1000,100,곰솔나무 등 태고적 숨결이 가득한 함께해길그리고 바다를 걷는 출렁다리삶의 여유가 묻어나는 섬 가우도에서는 건강함도 함께한다,061-430-3344,강진군청,2019-09-09,4920000,전라남도 강진군,
영랑생가,관광지,전라남도 강진군 강진읍 영랑생가길 15,,34.6420738,126.7653823,3000,관리사무소,,,,,,2013-01-01,100,50,구수한 남도 사투리로 현대 서정시의 새로운 지평을 열었던 영랑 김윤식 선생의 생가를 원형 그대로 보존한 곳으로 영랑의 시혼과 그 발자취를 엿볼 수 있다.,061-430-3185,강진군청,2019-09-09,4920000,전라남도 강진군,
다산초당,관광지,전라남도 강진군 도암면 다산초당길 68-35,,34.5806738,126.7451609,3000,관리사무소,,,,,,2013-01-01,100,50,다산초당은 조선 후기 실학 사상을집대성한 다산 정약용 선생이 18년간의 유배기간 중 10여년간 생활하며후학을 양성하고 ''''목민심서''''를 비롯하여 500여권의 책을 저술했던 조선실학의 산실이다.,061-430-3911,강진군청,2019-09-09,4920000,전라남도 강진군,
고려청자박물관,관광지,전라남도 강진군 대구면 청자촌길 33,,34.5088142,126.8004143,3000,"관리사무소, 화장실",,,,,,2013-01-01,1000,100,"고려청자의 체계적인 관리와 연구를 위해1997년 고려청자박물관을 개관,운영하여청자의 연구는 물론 누구나 쉽게 청자를접하고 이해할 수 있도록 하고 있다.",061-430-3755,강진군청,2019-09-09,4920000,전라남도 강진군,
백련사,관광지,전라남도 강진군 도암면 백련사길 145,,34.5880354,126.7476576,3000,"관리사무소, 화장실",,,,,,2013-01-01,100,50,신라말에 창건되어 1211년 원묘국사요세에 의해 중창된 백련사는 1236년백련결사문을 발표하고 백련결사운동을주창하였으며 고려 8국사와 조선 8대사를배출하여 명찰로 알려지게 되었다,061-432-0837,백련사,2019-09-09,4920000,전라남도 강진군,
산청전통한방휴양관광지,관광지,경상남도 산청군 금서면 동의보감로555번길 45-6,경상남도 산청군 금서면 특리 1300-86,35.4410657505,127.8293608818,294998,6개소,1동(31실),-,6개소 18동,1동,녹지6개소,2001-06-22,250000,200,"엑스포주제관, 한의학박물관, 동의전 등 머무를 수 있는 체류형 관광지",055-970-6633,산청군 한방항노화실,2019-03-18,5450000,경상남도 산청군,
